학습자료명,페이지 번호,키워드명,파일명,목차명,확장자명,출처명,홈페이지주소,작성일자,데이터기준일자,제공기관코드,제공기관명
강력한 행정부,,행정부;나라의 살림;행정부의 구성;행정부가 커지면 나타나는 문제점;삼권분립의 원리 위협;행정부가 커지게 되는 문제점 해결 방안;중학교 사회 헌법과 국가기관;고등학교 헌법의 기본원리,,,,,https://www.edunet.net/contsMvGllry/view/152/53074,,2025-04-21,B550629,한국교육학술정보원
국회가 하는 일,,국회가 하는 일;국회;입법활동;국회의원;법이 만들어지는 과정;재정활동;해외 외교 활동;정부기관;중학교 사회 헌법과 국가기관;고등학교 헌법의 기본원리;국가기관의 구성과 기능,,,,,https://www.edunet.net/contsMvGllry/view/152/94600,,2025-04-21,B550629,한국교육학술정보원
행정부의 역할,,행정부;대통령;입법부;사법부;행정부의 역할;초등 6학년 2학기 사회; 사회 6학년 2학기;초6 사회;우리나라의 민주 정치;행정부;대통령;입법부;사법부;행정부의 역할,,,,,https://www.edunet.net/contsMvGllry/view/152/2048832,,2025-04-21,B550629,한국교육학술정보원
독립운동의 전개,,"독립운동의 전개;안중근,조마리아,히로부미;독립운동;의병;을미사변;정미의병;전형필;문화재 수집;초등학교 5학년 사회 새로운 문물의 수용과 자주독립;초5 사회 새로운 문물의 수용과 자",,,,,https://www.edunet.net/contsMvGllry/view/152/46840,,2025-04-21,B550629,한국교육학술정보원
경술국치,,경술국치;을사조약의 부당함;고종;강화도조약;을사늑약;한일병합조약;순종의 위임장;한일병합 조약의 엉터리 절차초등학교 5학년 사회 새로운 문물의 수용과 자주독립;초5 사회 새로운 문물,,,,,https://www.edunet.net/contsMvGllry/view/152/82779,,2025-04-21,B550629,한국교육학술정보원
일제 강점기 우리 문화의 수난,,일제 강점기;문화 수난;경술국치;조선의 자부심;문화재 불법 반출;가루베 지온;오쿠라 다케노스케;경복궁;자선당;경천사 십층석탑;초등학교 5학년 사회 새로운 문물의 수용과 자주독립;초,,,,,https://www.edunet.net/contsMvGllry/view/152/2000733,,2025-04-21,B550629,한국교육학술정보원
국제수지,,국제수지;흑자;적자;경상 수지;자본수지와 금융 계정;상품수지;서비스수지;본원소득수지;이전소득수지;자본 수지;중학교 사회 국제 경제와 세계화;고등학교 사회 국제 거래와 세계화;고등학,,,,,https://www.edunet.net/contsMvGllry/view/152/58639,,2025-04-21,B550629,한국교육학술정보원
국제거래의 특징과 영향,,국제거래의 특징;국제거래의 영향;국제거래;부존 자원;무역;무역 장벽;관세;수량할당;세이프가드;국제거래의 영향,,,,,https://www.edunet.net/contsMvGllry/view/152/84647,,2025-04-21,B550629,한국교육학술정보원
환율,,환율;외한시장;환율 상승;환율 하락;환율이 한류에 주는 영향;중학교 사회 국제 경제와 세계화;고등학교 사회 국제 거래와 세계화;고등학교 경제 세계 시장과 한국 경제,,,,,https://www.edunet.net/contsMvGllry/view/152/2001258,,2025-04-21,B550629,한국교육학술정보원
국제 사회의 갈등과 해결,,국제 사회의 갈등과 해결;국제사회의 특징;국제사회;핵문제;핵확산 금지조약;NPT;중학교 사회 국제 사회와 국제 정치;국제정치와 외교;고등학교 법과정치 국제 사회와 법과 정치;국제사,,,,,https://www.edunet.net/contsMvGllry/view/152/96041,,2025-04-21,B550629,한국교육학술정보원
국제 비정부 기구,,국제 비정부 기구;NGO;그린피스;Greenpeace;국경없는의사회;MSF;국제앰네스티;Amnesty International;중학교 사회 국제 사회와 국제 정치;국제사회의 특성과,,,,,https://www.edunet.net/contsMvGllry/view/152/1980690,,2025-04-21,B550629,한국교육학술정보원
정부 간 국제기구,,정부 간 국제기구;UN;국제연합;유엔의 역할;OECD;경제협력개발기구;OECD 통계자료 배포 과정;EU;유럽연합;마스트리히트조약;중학교 사회 국제 사회와 국제 정치;국제사회의 특성,,,,,https://www.edunet.net/contsMvGllry/view/152/2000394,,2025-04-21,B550629,한국교육학술정보원
열섬 현상과 인구 공동화 현상,,열섬 현상;인구 공동화 현상;열대야 현상;열섬 현상을 줄이는 방법;도넛 현상;중학교 사회 도시 발달과 도시 문제;고등학교 한국지리 거주 공간의 변화,,,,,https://www.edunet.net/contsMvGllry/view/152/1982206,,2025-04-21,B550629,한국교육학술정보원
도시의 역사,,고시의 역사;고대 도시;최초의 도시 발달 과정;최초의 도시 지역;세계 4대 문명 발상지;고대 그리스;고대 로마;중세 도시;정기시 도시;성채도시;상인도시;공업 도시;중학교 사회 도시,,,,,https://www.edunet.net/contsMvGllry/view/152/2010546,,2025-04-21,B550629,한국교육학술정보원
중심지의 변화,,구멍가게;대형 마트;중심지;시장;초등 3학년 1학기 사회; 사회 3학년 1학기;사람들이 모이는 곳;구멍가게;대형 마트;중심지;시장;대형 마트의 등장 배경;대형 마트의 장점;,,,,,https://www.edunet.net/contsMvGllry/view/152/2048821,,2025-04-21,B550629,한국교육학술정보원
중심지의 과거 모습,,"한명회;압구정;지역;지명;초등 3학년 2학기 사회; 사회 3학년 2학기;우리 지역, 다른 지역;한명회;압구정;지역;지명",,,,,https://www.edunet.net/contsMvGllry/view/152/2048822,,2025-04-21,B550629,한국교육학술정보원
기후도와 일기도,,기후도;일기도;개화지도;우리나라 기후도;기후 구분도;일기예보;우리나라 일기도;일기도에 사용되는 기호;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가는 곳;초등학교,,,,,https://www.edunet.net/contsMvGllry/view/152/19593,,2025-04-21,B550629,한국교육학술정보원
위치도,,위치도;지도;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가는 곳;초등학교 6학년 사회 우리 국토의 모습과 생활;초6 사회 우리 국토의 모습과 생활;초등학교 6학,,,,,https://www.edunet.net/contsMvGllry/view/152/55557,,2025-04-21,B550629,한국교육학술정보원
일반도,,일반도;지형도;우리나라 전도;세계 전도;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가는 곳;초등학교 3학년 사회 도시의 발달과 주민생활;초3 사회 도시의 발달과,,,,,https://www.edunet.net/contsMvGllry/view/152/1973157,,2025-04-21,B550629,한국교육학술정보원
분포도,,분포도;진앙 분포도;분포도의 활용;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가는 곳;초등학교 3학년 사회 도시의 발달과 주민생활;초3 사회 도시의 발달과 주민,,,,,https://www.edunet.net/contsMvGllry/view/152/1982636,,2025-04-21,B550629,한국교육학술정보원
통계지도,,통계지도;통계자료;왜상통계지도;신기한 모습의 통계지도;초등학교 3학년 사회 우리가 살아가는 곳;초3 사회 우리가 살아가는 곳;초등학교 3학년 사회 도시의 발달과 주민생활;초3 사회,,,,,https://www.edunet.net/contsMvGllry/view/152/1988654,,2025-04-21,B550629,한국교육학술정보원
서로 나누는 일에 참여해요,,"아나바다;벼룩시장;아나바다 장터;아나바다 운동;재활용 가게;직거래 장터;재능 기부;초등학교 3학년 사회 우리 지역, 다른 지역;초3 사회 우리 지역, 다른 지역;초등학교 3학년 사",,,,,https://www.edunet.net/contsMvGllry/view/152/7898,,2025-04-21,B550629,한국교육학술정보원
시민단체,,"시민단체;시민단체의 종류;반크;툰자;초등학교 3학년 사회 우리 지역, 다른 지역;초3 사회 우리 지역, 다른 지역;초등학교 3학년 사회 지역사회의 발전;초3 사회 지역사회의 발전;",,,,,https://www.edunet.net/contsMvGllry/view/152/44948,,2025-04-21,B550629,한국교육학술정보원
자원봉사,,"자원봉사;이야기 할머니;자원봉사자;다양한 자원봉사;초등학교 3학년 사회 우리 지역, 다른 지역;초3 사회 우리 지역, 다른 지역;초등학교 3학년 사회 지역사회의 발전;초3 사회 지",,,,,https://www.edunet.net/contsMvGllry/view/152/1978871,,2025-04-21,B550629,한국교육학술정보원
역사왜곡과 반성,,역사왜곡;반성;독일의 반성;일본의 역사왜곡;위안부 사건;초등학교 5학년 사회 대한민국의 발전과 오늘의 우리;초5 사회 대한민국의 발전과 오늘의 우리;대한민국의 발전을 위하여,,,,,https://www.edunet.net/contsMvGllry/view/152/1984156,,2025-04-21,B550629,한국교육학술정보원
통일 이야기,,통일;분단국가;이산가족;통일이 되어야 하는 이유;독일 통일;중학교 사회 통일 한국의 미래;국토 통일;고등학교 한국지리 국토 통일의 과제와 노력;국토의 잠재력과 국토통일;국토분단과 ,,,,,https://www.edunet.net/contsMvGllry/view/152/1976457,,2025-04-21,B550629,한국교육학술정보원
개성 공업 지구,,개성 공업 지구;개성 공단의 위치;개성 공단 모습;개성;개성공단 생산액;개성공단 북한 근로자 현황;개성 공단 북한 근로자 임금;중학교 사회 통일 한국의 미래;북한의 개방지역;고등학,,,,,https://www.edunet.net/contsMvGllry/view/152/2004978,,2025-04-21,B550629,한국교육학술정보원
남북통일을 위한 노력,,피난민;전쟁;이산가족;통일;북한;남한;초등 3학년 2학기 사회;초3 사회;다양한 삶의 모습들;사회 5학년 1학기;초5 사회;초등 6학년 1학기 사회; 사회 6학년 1학기;초6 사회,,,,,https://www.edunet.net/contsMvGllry/view/152/2048836,,2025-04-21,B550629,한국교육학술정보원
물가와 인플레이션,,물가;인플레이션;디플레이션;화폐 발행;인플레이션의 영향;디플레이션의 영향;중학교 사회 국민 경제와 경제 성장;고등학교 사회 경제 성장과 삶의 질;고등학교 경제;국민 경제의 이해,,,,,https://www.edunet.net/contsMvGllry/view/152/15304,,2025-04-21,B550629,한국교육학술정보원
국민 총생산,,국내총생산;경제성장;보릿고개;국내총생산;GDP;해외 음반 판매 수입;국민 총생산;GNP;폐쇄 경제;개방 경제;국제 통화 기금;그린 GDP,,,,,https://www.edunet.net/contsMvGllry/view/152/38492,,2025-04-21,B550629,한국교육학술정보원
실업과 국민경제,,실업;국민경제;국가적 손해;청년실업;실업자가 되는 이유;마찰적 실업; 경기적 실업; 구조적 실업;중학교 사회 국민 경제와 경제 성장;고등학교 사회 경제 성장과 삶의 질;고등학교 경,,,,,https://www.edunet.net/contsMvGllry/view/152/58364,,2025-04-21,B550629,한국교육학술정보원
우리나라의 기후와 생활,,우리나라 기후;우리나라 생활;날씨;기후;기후를 구성하는 3가지 요소;기후 요소에 영향을 미치는 요인;기후가 생활에 미치는 영향;세시풍속;전통 가옥;정월 대보름;초등학교 6학년 사회,,,,,https://www.edunet.net/contsMvGllry/view/152/87447,,2025-04-21,B550629,한국교육학술정보원
우리나라의 영토,,우리나라 영토;영토;영토고권;국가의 영역;우리나라 영토와 관련된 분쟁;초등학교 6학년 사회 우리 국토의 모습과 생활;초6 사회 우리 국토의 모습과 생활,,,,,https://www.edunet.net/contsMvGllry/view/152/2009031,,2025-04-21,B550629,한국교육학술정보원
중국과 일본의 영해를 둘러싼 갈등,,중국;일본;독도;배타적 경제수역;영토;이어도;중학교 2학년 사회;사회2;우리나라의 영토;중국;일본;독도;배타적 경제수역;영토;이어도,,,,,https://www.edunet.net/contsMvGllry/view/152/2048840,,2025-04-21,B550629,한국교육학술정보원
합리적인 소비,,합리적인 소비;소비 습관;만족대비 비용;기회비용;합리적 소비를 위한 신용;소비 생활 신용의 역할;경제 활동과 합리적 선택;경제생활과 바람직한 선택;초등학교 4학년 사회 경제생활과 ,,,,,https://www.edunet.net/contsMvGllry/view/152/35803,,2025-04-21,B550629,한국교육학술정보원
현명한 자산 관리,,현명한 자산 관리;자산 관리;금융;실물자산;목돈;예금;적금;주식;채권;펀드;초등학교 4학년 경제생활과 바람직한 선택;초4 경제생활과 바람직한 선택;중학교 사회 경제생활의 이해;고등,,,,,https://www.edunet.net/contsMvGllry/view/152/2010939,,2025-04-21,B550629,한국교육학술정보원
경제 활동의 주체,,경제 활동의 주체;경제 활동;재화;서비스;경제 주체;가계;소비 활동;기업;생산 활동;정부;공공재;사회간접자본;소비;생산;상호 작용;분배;초등학교 6학년 사회 우리 경제의 성장과 과,,,,,https://www.edunet.net/contsMvGllry/view/152/2018463,,2025-04-21,B550629,한국교육학술정보원
황제의 나라 고려와 해양 실크로드,,황제의 나라;고려;해양 실크로드;발해;유민;고구려;천수;연호;황제;천자;비단길;무역;벽란도;국제 무역항;코리아;초등학교 5학년 사회 다양한 문화를 꽃피운 고려;초5 사회 다양한 문,,,,,https://www.edunet.net/contsMvGllry/view/152/12539,,2025-04-21,B550629,한국교육학술정보원
고려의 건국과 후삼국 통일의 역사적 의의,,고려건국;후삼국 통일;신라;호족;견훤;후백제;궁예;후고구려;고려;왕건;송악;온화한 정책;경순왕;민족통합;초등학교 5학년 사회 다양한 문화를 꽃피운 고려;초5 사회 다양한 문화를 꽃,,,,,https://www.edunet.net/contsMvGllry/view/152/34368,,2025-04-21,B550629,한국교육학술정보원
독도의 역사,,독도의 역사;독도라는 명칭 사용 시기;우산도;삼봉도;가지도;석도;독도의 일대기;독도를 지킨 인물;안용복;홍순칠;중학교 사회 세계 속의 우리나라 독도;고등학교 한국지리 국토의 이해,,,,,https://www.edunet.net/contsMvGllry/view/152/2018800,,2025-04-21,B550629,한국교육학술정보원
공정한 재판을 위한 제도,,공정한 재판;유스티티아 동상;제척;공소장일본주의;심급제도;3심제;중학교 사회 일상생활과 법;재판의 종류와 심급제도;고등학교 법과 정치;생활권 형성 기능;서비스 산업,,,,,https://www.edunet.net/contsMvGllry/view/152/1081,,2025-04-21,B550629,한국교육학술정보원
다양한 기준에 따른 법의 구분,,"법, 법의 구분, 헌법, 민법, 상법, 노동법, 사회보장법",,,,,https://www.edunet.net/contsMvGllry/view/152/56019,,2025-04-21,B550629,한국교육학술정보원
